state,lga,date,active_subs,new_subs,churned_subs,arpu_daily_ngn,total_revenue_ngn,data_revenue_ngn,voice_revenue_ngn,vas_revenue_ngn,data_usage_gb,voice_minutes,avg_drop_call_rate,avg_congestion_pct,avg_download_speed,avg_upload_speed,avg_mos_score,avg_call_setup_success,total_data_traffic_tb,total_voice_erlangs,total_monthly_opex,site_count,lga_population,income_index,urban_flag,poi_markets,poi_motor_parks,poi_hospitals,poi_schools,poi_total,road_density_km,penetration_rate,daily_revenue_per_site,daily_opex_per_site,site_profit_proxy,arpu_monthly_est,qoe_below_threshold,subs_7d_change,arpu_7d_change,churn_risk_flag,whitespace_flag
Enugu,Enugu North,2026-03-24,413602,800,375,97.47,40315727.88,16988873.01,16859964.24,6466890.63,120286.04,1648086.4,0.0173,0.2267,15.94,4.935,4.0717,0.9724,0.8086,183.12,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7386,6719287.98,32298.68,6686989.3,2924.1,0,0.0029,-0.356,0,0
Enugu,Enugu North,2026-03-25,414119,762,421,158.45,65617232.4,31126965.1,26521674.56,7968592.74,147826.28,1567134.24,0.0193,0.2259,21.18,6.77,4.1,0.9691,0.6105,181.60000000000002,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7395,10936205.4,32298.68,10903906.72,4753.5,0,0.004,0.0691,0,0
Enugu,Enugu North,2026-03-26,416270,660,876,93.42,38889049.28,16683119.66,15839180.04,6366749.58,178424.22,1119715.97,0.0198,0.2753,19.2267,5.6217,3.9567,0.9682,0.7217,171.67,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7433,6481508.21,32298.68,6449209.53,2802.6,0,0.0116,-0.4843,0,0
Enugu,Enugu North,2026-03-27,415479,1255,377,136.8,56835964.42,26213274.3,24733375.93,5889314.19,147165.85,1267775.14,0.0209,0.2165,18.795,5.1,4.0167,0.9665,0.6533,168.11,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7419,9472660.74,32298.68,9440362.06,4104.0,1,0.0048,-0.027,0,0
Enugu,Enugu North,2026-03-28,412917,711,384,137.99,56977296.91,25947124.12,22889897.31,8140275.48,169411.36,1681115.49,0.0216,0.1894,15.4417,4.8283,3.9817,0.9655,0.9306,151.62,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7374,9496216.15,32298.68,9463917.47,4139.7,1,0.0011,-0.2369,0,0
Enugu,Enugu North,2026-03-29,414773,1351,745,123.17,51086227.46,22580764.35,22318329.73,6187133.38,189146.47,1716810.61,0.0194,0.1993,16.7817,4.9667,4.0617,0.9689,0.7042999999999999,156.55,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7407,8514371.24,32298.68,8482072.56,3695.1,0,0.0041,-0.1298,0,0
Enugu,Enugu North,2026-03-30,414709,1374,416,148.38,61534885.08,26610617.1,26150627.09,8773640.89,140508.33,1972499.48,0.0197,0.2923,13.705,4.1817,3.83,0.9684,1.6508,185.91000000000003,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7406,10255814.18,32298.68,10223515.5,4451.4,0,0.0016,0.8517,0,0
Enugu,Enugu North,2026-03-31,415783,1103,481,152.43,63377814.97,28121123.63,24768005.18,10488686.16,147193.13,1784846.06,0.0208,0.2603,18.165,5.795,3.9283,0.9666,0.7188,179.73,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7425,10562969.16,32298.68,10530670.48,4572.9,1,0.0053,0.5639,0,0
Enugu,Enugu North,2026-04-01,414743,697,698,165.49,68633871.08,31540870.68,28440002.57,8652997.82,140961.56,1639373.02,0.023,0.2126,16.2033,5.0217,3.9017,0.9632,0.39449999999999996,165.88,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7406,11438978.51,32298.68,11406679.83,4964.7,1,0.0015,0.0444,0,0
Enugu,Enugu North,2026-04-02,415030,802,539,102.72,42630676.86,18938753.1,17173140.49,6518783.28,162339.49,1622785.79,0.0252,0.2584,19.695,6.4867,3.81,0.9597,1.4304000000000001,138.3,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7411,7105112.81,32298.68,7072814.13,3081.6,1,-0.003,0.0996,0,0
Enugu,Enugu North,2026-04-03,413783,1012,678,212.33,87860433.2,41120800.29,34401953.38,12337679.53,221427.16,1488529.46,0.0221,0.2668,21.3867,6.7133,3.93,0.9646,1.0635999999999999,166.63,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7389,14643405.53,32298.68,14611106.85,6369.9,1,-0.0041,0.5521,0,0
Enugu,Enugu North,2026-04-04,416267,946,725,154.04,64122408.75,28197317.49,26238487.15,9686604.12,133813.53,1240470.35,0.0195,0.2055,19.6367,6.2317,4.1033,0.9689,1.0061,152.31,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7433,10687068.12,32298.68,10654769.44,4621.2,0,0.0081,0.1163,0,0
Enugu,Enugu North,2026-04-05,415652,1168,625,190.92,79358332.17,35558479.1,33010994.33,10788858.73,107053.12,2195479.42,0.0216,0.1929,22.4467,6.9333,4.105,0.9656,1.4337,153.41,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7422,13226388.7,32298.68,13194090.02,5727.6,1,0.0021,0.5501,0,0
Enugu,Enugu North,2026-04-06,414725,1107,538,160.35,66500857.87,28824212.44,27897048.27,9779597.17,140777.14,1382654.57,0.0289,0.2405,19.3233,6.1133,3.7017,0.9537,1.7702,161.02,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7406,11083476.31,32298.68,11051177.63,4810.5,1,0.0,0.0807,0,0
Enugu,Enugu North,2026-04-07,416879,881,453,185.66,77397796.96,34561591.61,33169276.9,9666928.45,188956.47,1640858.82,0.021,0.2286,17.4833,5.4033,3.9683,0.9664,1.2499,150.97,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7444,12899632.83,32298.68,12867334.15,5569.8,1,0.0026,0.218,0,0
Enugu,Enugu North,2026-04-08,415565,1308,877,169.34,70370421.34,33279930.51,27721044.93,9369445.9,133877.62,1915178.71,0.021,0.1886,20.4117,6.1633,4.0933,0.9664,0.8338,179.46,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7421,11728403.56,32298.68,11696104.88,5080.2,1,0.002,0.0233,0,0
Enugu,Enugu North,2026-04-09,416082,912,841,167.0,69485669.22,31017387.78,29455600.86,9012680.59,63497.31,1450887.53,0.0194,0.2569,15.8017,4.7617,3.9417,0.9689,2.1795,185.62,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.743,11580944.87,32298.68,11548646.19,5010.0,0,0.0025,0.6258,0,0
Enugu,Enugu North,2026-04-10,418111,1036,487,154.98,64796809.0,27801565.13,27705904.96,9289338.91,155245.36,2012988.12,0.0164,0.2457,18.6333,5.5067,4.1183,0.9737,1.2590000000000001,167.6,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7466,10799468.17,32298.68,10767169.49,4649.4,0,0.0105,-0.2701,0,0
Enugu,Enugu North,2026-04-11,416188,1220,878,115.88,48227173.67,21943057.73,18896185.9,7387930.04,94157.76,1977117.12,0.02,0.2344,19.8833,6.5033,4.0333,0.9679,1.204,157.36,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7432,8037862.28,32298.68,8005563.6,3476.4,0,-0.0002,-0.2477,0,0
Enugu,Enugu North,2026-04-12,416533,918,546,189.23,78818932.67,37209350.37,34629950.38,6979631.91,212223.02,1734720.0,0.0256,0.1848,21.0883,6.3467,3.95,0.959,1.4463,159.43,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7438,13136488.78,32298.68,13104190.1,5676.9,1,0.0021,-0.0089,0,0
Enugu,Enugu North,2026-04-13,416692,1387,546,166.44,69352290.7,29392887.04,28809468.92,11149934.73,137326.46,884431.92,0.0221,0.221,18.1783,5.7733,3.9567,0.9647,1.5282,169.04,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7441,11558715.12,32298.68,11526416.44,4993.2,1,0.0047,0.038,0,0
Enugu,Enugu North,2026-04-14,418147,1348,481,129.58,54184375.08,25083268.15,22134661.92,6966445.01,98298.65,1376009.87,0.0181,0.1757,18.0233,5.485,4.175,0.9711,1.3322,135.96,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7467,9030729.18,32298.68,8998430.5,3887.4,0,0.003,-0.3021,0,0
Enugu,Enugu North,2026-04-15,418407,641,726,104.1,43555401.11,20647004.94,19137722.41,3770673.76,175568.76,1228258.13,0.0241,0.2315,18.1467,5.475,3.865,0.9614,1.0335,176.16,5813763,6,560000,52,1,54,8,15,27,104,313.2,0.7472,7259233.52,32298.68,7226934.84,3123.0,1,0.0068,-0.3853,0,0
Enugu,Igbo-Eze North,2026-01-16,98072,192,169,119.53,11722592.47,5453464.97,4601944.23,1667183.26,14078.44,146691.89,0.0475,0.102,4.5267,1.3133,3.0333,0.924,0.4063,38.17,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4086,3907530.82,16102.03,3891428.79,3585.9,1,,,0,0
Enugu,Igbo-Eze North,2026-01-17,98592,165,129,62.98,6209286.22,2945349.19,2446453.1,817483.93,17105.89,192208.28,0.0524,0.0632,5.4433,1.57,2.95,0.9161,0.2771,34.92,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4108,2069762.07,16102.03,2053660.04,1889.4,1,,,0,0
Enugu,Igbo-Eze North,2026-01-18,98345,150,112,125.3,12323083.59,5654552.18,4809366.43,1859164.99,16943.75,224954.5,0.0506,0.0652,5.8733,1.8167,3.0133,0.919,0.2757,26.02,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4098,4107694.53,16102.03,4091592.5,3759.0,1,,,0,0
Enugu,Igbo-Eze North,2026-01-19,98476,208,155,89.7,8833613.85,3814277.28,3753893.63,1265442.94,6191.42,186957.8,0.0513,0.0744,6.0367,2.0267,2.98,0.918,0.1513,31.27,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4103,2944537.95,16102.03,2928435.92,2691.0,1,,,0,0
Enugu,Igbo-Eze North,2026-01-20,98741,285,92,105.58,10424683.89,4588701.76,4323509.37,1512472.75,19889.04,230898.05,0.051,0.1339,6.0333,1.8567,2.8833,0.9184,0.2471,29.52,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4114,3474894.63,16102.03,3458792.6,3167.4,1,,,0,0
Enugu,Igbo-Eze North,2026-01-21,98989,261,171,90.1,8918830.87,4189096.58,3835566.78,894167.5,17237.38,232727.42,0.0497,0.0855,6.1833,1.8833,3.02,0.9205,0.3459,31.43,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4125,2972943.62,16102.03,2956841.59,2703.0,1,,,0,0
Enugu,Igbo-Eze North,2026-01-22,98477,236,81,56.5,5563676.46,2497282.87,2413099.91,653293.68,14645.02,225277.06,0.0484,0.0899,7.2,2.44,3.0733,0.9226,0.39990000000000003,33.39,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4103,1854558.82,16102.03,1838456.79,1695.0,1,,,0,0
Enugu,Igbo-Eze North,2026-01-23,98473,198,165,131.7,12969072.31,5725195.23,5370845.53,1873031.54,17271.04,137513.5,0.0574,0.1015,4.0033,1.3433,2.68,0.9082,0.2631,45.57,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4103,4323024.1,16102.03,4306922.07,3951.0,1,0.0041,0.1018,0,0
Enugu,Igbo-Eze North,2026-01-24,98247,224,191,90.06,8848347.54,3959785.75,3880084.24,1008477.55,8615.14,259763.16,0.0525,0.0808,8.7267,2.4733,2.9767,0.9159,0.201,33.45,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4094,2949449.18,16102.03,2933347.15,2701.8,1,-0.0035,0.43,0,0
Enugu,Igbo-Eze North,2026-01-25,98459,257,160,126.07,12412309.57,5563744.81,5022997.45,1825567.3,12844.27,325919.38,0.0502,0.0846,7.4567,2.6233,3.0233,0.9196,0.42,24.240000000000002,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4102,4137436.52,16102.03,4121334.49,3782.1,1,0.0012,0.0061,0,0
Enugu,Igbo-Eze North,2026-01-26,98694,214,204,85.2,8408717.01,3650136.22,3575248.18,1183332.61,16711.78,467006.43,0.0437,0.1041,7.56,2.6633,3.22,0.9301,0.19240000000000002,33.67,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4112,2802905.67,16102.03,2786803.64,2556.0,1,0.0022,-0.0502,0,0
Enugu,Igbo-Eze North,2026-01-27,98518,313,181,71.91,7084455.95,3189729.0,2887070.86,1007656.09,10772.3,270738.72,0.0409,0.1055,9.0967,3.0967,3.34,0.9346,0.043899999999999995,40.6,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4105,2361485.32,16102.03,2345383.29,2157.3,1,-0.0023,-0.3189,0,0
Enugu,Igbo-Eze North,2026-01-28,98834,166,207,82.46,8149524.0,3707911.51,3273330.04,1168282.45,8352.71,296390.26,0.055,0.0959,5.7033,1.8267,2.8033,0.912,0.21680000000000002,46.42,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4118,2716508.0,16102.03,2700405.97,2473.8,1,-0.0016,-0.0848,0,0
Enugu,Igbo-Eze North,2026-01-29,99240,187,135,91.48,9078688.93,4067334.55,3844758.68,1166595.7,16957.89,265864.6,0.0506,0.1267,6.2267,2.0867,2.9133,0.919,0.10719999999999999,38.49,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4135,3026229.64,16102.03,3010127.61,2744.4,1,0.0077,0.6191,0,0
Enugu,Igbo-Eze North,2026-01-30,98988,294,198,123.11,12186810.92,5620823.54,4893467.07,1672520.31,8997.11,270524.01,0.0461,0.078,5.07,1.4733,3.1367,0.9262,0.5759000000000001,35.35,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4124,4062270.31,16102.03,4046168.28,3693.3,1,0.0052,-0.0652,0,0
Enugu,Igbo-Eze North,2026-01-31,98652,168,176,107.23,10578285.78,4788185.84,4532971.09,1257128.84,9719.6,194382.72,0.0469,0.0855,8.3933,2.6367,3.1533,0.9249,0.17520000000000002,26.8,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.411,3526095.26,16102.03,3509993.23,3216.9,1,0.0041,0.1907,0,0
Enugu,Igbo-Eze North,2026-02-01,98757,160,107,67.48,6663913.16,2925588.93,2665943.55,1072380.68,20357.88,437299.02,0.0412,0.099,8.91,2.6433,3.34,0.9341,0.5128,31.23,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4115,2221304.39,16102.03,2205202.36,2024.4,1,0.003,-0.4647,0,0
Enugu,Igbo-Eze North,2026-02-02,99539,246,177,58.67,5840084.2,2632557.53,2540125.62,667401.05,22489.4,186304.7,0.0488,0.112,8.9467,2.82,3.0533,0.9218,0.4574,34.65,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4147,1946694.73,16102.03,1930592.7,1760.1,1,0.0086,-0.3114,0,0
Enugu,Igbo-Eze North,2026-02-03,98916,309,120,104.39,10326191.42,4486445.29,4188976.41,1650769.71,19722.16,209612.44,0.0414,0.0996,7.3767,2.3933,3.3033,0.9337,0.26789999999999997,33.980000000000004,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4122,3442063.81,16102.03,3425961.78,3131.7,1,0.004,0.4517,0,0
Enugu,Igbo-Eze North,2026-02-04,99004,345,169,107.74,10666260.91,4537408.83,4611008.09,1517843.99,11247.92,264530.51,0.0596,0.0978,5.3433,1.8133,2.6333,0.9047,0.2037,32.36,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4125,3555420.3,16102.03,3539318.27,3232.2,1,0.0017,0.3066,0,0
Enugu,Igbo-Eze North,2026-02-05,99010,276,157,89.38,8849396.99,3797012.26,3797448.99,1254935.74,24456.73,259938.66,0.0433,0.1217,10.5567,3.42,3.2533,0.9307,0.5105,25.89,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4125,2949799.0,16102.03,2933696.97,2681.4,1,-0.0023,-0.023,0,0
Enugu,Igbo-Eze North,2026-02-06,99081,261,94,96.38,9549683.05,4043901.2,4144621.24,1361160.61,20416.67,450130.32,0.0371,0.1019,4.5067,1.45,3.4,0.9406,0.2869,23.84,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4128,3183227.68,16102.03,3167125.65,2891.4,1,0.0009,-0.2171,0,0
Enugu,Igbo-Eze North,2026-02-07,99704,185,198,99.27,9897493.0,4273574.79,4078524.32,1545393.9,19040.28,155748.69,0.0428,0.1203,6.24,2.05,3.2,0.9316,0.2996,29.84,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4154,3299164.33,16102.03,3283062.3,2978.1,1,0.0107,-0.0742,0,0
Enugu,Igbo-Eze North,2026-02-08,99716,260,113,109.42,10911232.62,4791936.32,4607923.45,1511372.86,14307.73,312481.82,0.0475,0.1034,4.12,1.08,3.0267,0.9241,0.8568,28.009999999999998,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4155,3637077.54,16102.03,3620975.51,3282.6,1,0.0097,0.6215,0,0
Enugu,Igbo-Eze North,2026-02-09,98894,177,79,80.85,7995543.87,3723904.78,3484957.79,786681.3,20113.12,303664.17,0.0522,0.1263,8.2967,2.6267,2.8933,0.9165,0.2715,27.990000000000002,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4121,2665181.29,16102.03,2649079.26,2425.5,1,-0.0065,0.378,0,0
Enugu,Igbo-Eze North,2026-02-10,99275,275,185,84.97,8435166.48,3776634.28,3363244.58,1295287.61,22019.43,260151.18,0.0512,0.0883,6.3067,1.96,2.9667,0.9182,0.1273,27.0,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4136,2811722.16,16102.03,2795620.13,2549.1,1,0.0036,-0.186,0,0
Enugu,Igbo-Eze North,2026-02-11,99419,200,98,113.8,11313891.48,5080721.18,4482514.42,1750655.88,14255.22,196585.09,0.0447,0.0913,5.1133,1.55,3.1667,0.9286,0.13740000000000002,37.760000000000005,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4142,3771297.16,16102.03,3755195.13,3414.0,1,0.0042,0.0562,0,0
Enugu,Igbo-Eze North,2026-02-12,99313,157,84,99.83,9914500.95,4645514.91,3884666.3,1384319.74,21478.62,296291.22,0.0507,0.0723,7.8933,2.39,3.0333,0.9188,0.1777,25.91,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4138,3304833.65,16102.03,3288731.62,2994.9,1,0.0031,0.1169,0,0
Enugu,Igbo-Eze North,2026-02-13,99267,208,210,84.36,8374361.99,3617094.44,3323199.53,1434068.01,13605.88,302986.75,0.0365,0.1258,6.6,1.8867,3.4133,0.9416,0.44489999999999996,39.17,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4136,2791454.0,16102.03,2775351.97,2530.8,1,0.0019,-0.1247,0,0
Enugu,Igbo-Eze North,2026-02-14,99067,190,105,79.59,7885140.08,3366236.92,3370054.4,1148848.77,20328.25,293484.98,0.05,0.0711,6.0833,2.0733,3.03,0.92,0.11399999999999999,26.62,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4128,2628380.03,16102.03,2612278.0,2387.7,1,-0.0064,-0.1982,0,0
Enugu,Igbo-Eze North,2026-02-15,99725,259,213,133.41,13304163.55,5744567.66,5718434.81,1841161.08,13146.64,194837.54,0.0418,0.0719,8.7267,2.5067,3.3667,0.9332,0.09079999999999999,33.09,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4155,4434721.18,16102.03,4418619.15,4002.3,1,0.0001,0.2192,0,0
Enugu,Igbo-Eze North,2026-02-16,100080,325,189,123.39,12349236.3,5561387.53,5161676.19,1626172.58,17902.78,332122.13,0.0406,0.1081,9.54,2.8333,3.3567,0.9351,0.1275,33.870000000000005,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.417,4116412.1,16102.03,4100310.07,3701.7,1,0.012,0.5262,0,0
Enugu,Igbo-Eze North,2026-02-17,99664,214,150,126.12,12569713.56,5641232.74,5510692.7,1417788.12,20733.71,259187.93,0.0417,0.11,8.3233,2.51,3.2967,0.9333,0.0925,30.2,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4153,4189904.52,16102.03,4173802.49,3783.6,1,0.0039,0.4843,0,0
Enugu,Igbo-Eze North,2026-02-18,100072,253,109,104.16,10423741.35,4398258.04,4251683.81,1773799.5,11110.32,303795.63,0.043,0.1,7.0567,2.33,3.2433,0.9313,0.14529999999999998,36.01,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.417,3474580.45,16102.03,3458478.42,3124.8,1,0.0066,-0.0847,0,0
Enugu,Igbo-Eze North,2026-02-19,99827,231,188,99.81,9963639.31,4540733.64,3928200.66,1494705.01,21771.27,182675.15,0.0443,0.0756,7.35,2.3,3.2467,0.9291,0.14479999999999998,35.55,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4159,3321213.1,16102.03,3305111.07,2994.3,1,0.0052,-0.0002,0,0
Enugu,Igbo-Eze North,2026-02-20,99622,253,192,99.82,9944471.79,4177431.97,3991322.8,1775717.03,10109.51,305330.26,0.0279,0.0795,7.8967,2.44,3.82,0.9553,0.33599999999999997,27.23,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4151,3314823.93,16102.03,3298721.9,2994.6,1,0.0036,0.1833,0,0
Enugu,Igbo-Eze North,2026-02-21,99430,265,106,99.21,9864484.75,4465334.88,4105848.86,1293301.0,8861.93,231967.62,0.0347,0.102,6.9333,2.0567,3.53,0.9445,0.3786,30.669999999999998,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4143,3288161.58,16102.03,3272059.55,2976.3,1,0.0037,0.2465,0,0
Enugu,Igbo-Eze North,2026-02-22,99773,163,103,82.45,8226012.85,3802642.75,3394493.49,1028876.6,14969.81,293914.13,0.0458,0.0816,6.36,2.08,3.1633,0.9267,0.3927,28.259999999999998,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4157,2742004.28,16102.03,2725902.25,2473.5,1,0.0005,-0.382,0,0
Enugu,Igbo-Eze North,2026-02-23,100356,266,115,120.64,12106543.12,5303790.82,5023028.44,1779723.86,24116.72,261963.24,0.0439,0.0813,4.6967,1.5733,3.2033,0.9298,0.1839,32.58,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4182,4035514.37,16102.03,4019412.34,3619.2,1,0.0028,-0.0223,0,0
Enugu,Igbo-Eze North,2026-02-24,99685,274,82,94.11,9381537.89,4471099.24,4026302.17,884136.48,10765.8,193774.71,0.0341,0.1061,8.45,2.57,3.5667,0.9454,0.5726,41.339999999999996,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4154,3127179.3,16102.03,3111077.27,2823.3,1,0.0002,-0.2538,0,0
Enugu,Igbo-Eze North,2026-02-25,99546,299,120,131.7,13109728.29,6012724.78,5448658.77,1648344.74,3392.41,268243.02,0.0519,0.1209,7.3733,2.4133,2.8967,0.9169,0.2658,31.44,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4148,4369909.43,16102.03,4353807.4,3951.0,1,-0.0053,0.2644,0,0
Enugu,Igbo-Eze North,2026-02-26,99567,198,187,77.32,7698300.91,3396857.87,3318447.54,982995.5,13453.42,246432.81,0.0452,0.118,8.0367,2.5067,3.1467,0.9276,0.1134,37.08,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4149,2566100.3,16102.03,2549998.27,2319.6,1,-0.0026,-0.2253,0,0
Enugu,Igbo-Eze North,2026-02-27,99905,265,155,107.98,10787938.01,4814235.09,4619404.79,1354298.13,20424.97,261740.16,0.0449,0.0975,6.6133,1.9267,3.17,0.9281,0.0817,45.93,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4163,3595979.34,16102.03,3579877.31,3239.4,1,0.0028,0.0817,0,0
Enugu,Igbo-Eze North,2026-02-28,99788,287,124,70.59,7044095.48,3293275.5,2832467.41,918352.56,16860.01,315816.79,0.0358,0.0788,9.57,2.85,3.5767,0.9427,0.2973,33.57,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4158,2348031.83,16102.03,2331929.8,2117.7,1,0.0036,-0.2885,0,0
Enugu,Igbo-Eze North,2026-03-01,100199,349,108,111.18,11140325.66,5130722.29,4710694.74,1298908.62,13632.77,159909.91,0.0487,0.0813,5.8133,2.0033,3.0533,0.9221,0.1663,38.46,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4175,3713441.89,16102.03,3697339.86,3335.4,1,0.0043,0.3485,0,0
Enugu,Igbo-Eze North,2026-03-02,99938,325,100,109.71,10964414.82,4880072.71,4364067.16,1720274.94,21956.18,342975.95,0.0489,0.0755,4.19,1.4133,3.03,0.9217,0.1132,32.31,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4164,3654804.94,16102.03,3638702.91,3291.3,1,-0.0042,-0.0906,0,0
Enugu,Igbo-Eze North,2026-03-03,100610,229,112,129.08,12986712.76,5529462.24,5119061.99,2338188.53,10874.24,212739.13,0.0444,0.0771,7.32,2.2167,3.2367,0.929,0.10139999999999999,23.62,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4192,4328904.25,16102.03,4312802.22,3872.4,1,0.0093,0.3716,0,0
Enugu,Igbo-Eze North,2026-03-04,100178,329,169,97.37,9754201.53,4290871.16,4041544.46,1421785.9,8553.57,299395.0,0.0505,0.1014,8.0533,2.6533,2.9967,0.9193,0.2207,30.02,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4174,3251400.51,16102.03,3235298.48,2921.1,1,0.0063,-0.2607,0,0
Enugu,Igbo-Eze North,2026-03-05,100540,283,172,115.07,11569407.08,5223005.38,5010610.9,1335790.8,20770.3,120956.08,0.0527,0.0828,5.3533,1.7867,2.9033,0.9157,0.302,42.16,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4189,3856469.03,16102.03,3840367.0,3452.1,1,0.0098,0.4882,0,0
Enugu,Igbo-Eze North,2026-03-06,100113,174,183,96.14,9624434.63,4061302.12,4141928.51,1421204.0,17951.93,327910.57,0.0476,0.08,5.8433,1.95,3.0933,0.9238,0.0799,30.240000000000002,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4171,3208144.88,16102.03,3192042.85,2884.2,1,0.0021,-0.1096,0,0
Enugu,Igbo-Eze North,2026-03-07,100118,190,90,97.92,9803499.63,4341813.78,4309576.97,1152108.89,21030.62,281403.89,0.0467,0.0556,8.2733,2.2367,3.2167,0.9254,0.1372,28.32,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4172,3267833.21,16102.03,3251731.18,2937.6,1,0.0033,0.3872,0,0
Enugu,Igbo-Eze North,2026-03-08,100778,212,215,106.5,10732833.97,5074373.51,4534901.98,1123558.48,4763.24,285593.26,0.0399,0.097,6.51,1.9833,3.3467,0.9362,0.24930000000000002,24.85,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4199,3577611.32,16102.03,3561509.29,3195.0,1,0.0058,-0.0421,0,0
Enugu,Igbo-Eze North,2026-03-09,100129,274,172,117.93,11808464.55,5535238.68,5024528.49,1248697.38,6678.05,283208.75,0.0423,0.0809,7.1233,2.52,3.3033,0.9323,0.2344,33.87,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4172,3936154.85,16102.03,3920052.82,3537.9,1,0.0019,0.0749,0,0
Enugu,Igbo-Eze North,2026-03-10,100972,320,189,108.6,10965406.74,5163880.04,4332196.36,1469330.34,6812.15,310562.91,0.0472,0.0727,7.6367,2.2533,3.1567,0.9245,0.20879999999999999,23.490000000000002,1449183,3,240000,52,0,15,2,2,8,27,82.0,0.4207,3655135.58,16102.03,3639033.55,3258.0,1,0.0036,-0.1587,0,0
